Notes,State,State Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,Vermont,50,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,93,626630,14.8
Total,Vermont,50,2013,2013,External causes of morbidity and mortality,V01-Y89,,,93,626630,14.8
Total,Vermont,50,2013,2013,,,,,93,626630,14.8
,Vermont,50,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,83,626562,13.2
Total,Vermont,50,2014,2014,External causes of morbidity and mortality,V01-Y89,,,83,626562,13.2
Total,Vermont,50,2014,2014,,,,,83,626562,13.2
,Vermont,50,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,99,626042,15.8
Total,Vermont,50,2015,2015,External causes of morbidity and mortality,V01-Y89,,,99,626042,15.8
Total,Vermont,50,2015,2015,,,,,99,626042,15.8
,Vermont,50,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,125,624594,20
Total,Vermont,50,2016,2016,External causes of morbidity and mortality,V01-Y89,,,125,624594,20
Total,Vermont,50,2016,2016,,,,,125,624594,20
,Vermont,50,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,133,623657,21.3
Total,Vermont,50,2017,2017,External causes of morbidity and mortality,V01-Y89,,,133,623657,21.3
Total,Vermont,50,2017,2017,,,,,133,623657,21.3
,Vermont,50,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,153,626299,24.4
Total,Vermont,50,2018,2018,External causes of morbidity and mortality,V01-Y89,,,153,626299,24.4
Total,Vermont,50,2018,2018,,,,,153,626299,24.4
,Vermont,50,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,133,623989,21.3
Total,Vermont,50,2019,2019,External causes of morbidity and mortality,V01-Y89,,,133,623989,21.3
Total,Vermont,50,2019,2019,,,,,133,623989,21.3
Total,Vermont,50,,,,,,,1628,13051465,12.5
,Virginia,51,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,364,7000174,5.2
Total,Virginia,51,1999,1999,External causes of morbidity and mortality,V01-Y89,,,364,7000174,5.2
Total,Virginia,51,1999,1999,,,,,364,7000174,5.2
,Virginia,51,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,409,7078515,5.8
Total,Virginia,51,2000,2000,External causes of morbidity and mortality,V01-Y89,,,409,7078515,5.8
Total,Virginia,51,2000,2000,,,,,409,7078515,5.8
,Virginia,51,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,459,7198362,6.4
Total,Virginia,51,2001,2001,External causes of morbidity and mortality,V01-Y89,,,459,7198362,6.4
Total,Virginia,51,2001,2001,,,,,459,7198362,6.4
,Virginia,51,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,509,7286873,7
Total,Virginia,51,2002,2002,External causes of morbidity and mortality,V01-Y89,,,509,7286873,7
Total,Virginia,51,2002,2002,,,,,509,7286873,7
,Virginia,51,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,544,7366977,7.4
Total,Virginia,51,2003,2003,External causes of morbidity and mortality,V01-Y89,,,544,7366977,7.4
Total,Virginia,51,2003,2003,,,,,544,7366977,7.4
,Virginia,51,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,553,7475575,7.4
Total,Virginia,51,2004,2004,External causes of morbidity and mortality,V01-Y89,,,553,7475575,7.4
Total,Virginia,51,2004,2004,,,,,553,7475575,7.4
,Virginia,51,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,579,7577105,7.6
Total,Virginia,51,2005,2005,External causes of morbidity and mortality,V01-Y89,,,579,7577105,7.6
Total,Virginia,51,2005,2005,,,,,579,7577105,7.6
,Virginia,51,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,627,7673725,8.2
Total,Virginia,51,2006,2006,External causes of morbidity and mortality,V01-Y89,,,627,7673725,8.2
Total,Virginia,51,2006,2006,,,,,627,7673725,8.2
,Virginia,51,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,700,7751000,9
Total,Virginia,51,2007,2007,External causes of morbidity and mortality,V01-Y89,,,700,7751000,9
Total,Virginia,51,2007,2007,,,,,700,7751000,9
,Virginia,51,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,718,7833496,9.2
Total,Virginia,51,2008,2008,External causes of morbidity and mortality,V01-Y89,,,718,7833496,9.2
Total,Virginia,51,2008,2008,,,,,718,7833496,9.2
,Virginia,51,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,685,7925937,8.6
Total,Virginia,51,2009,2009,External causes of morbidity and mortality,V01-Y89,,,685,7925937,8.6
Total,Virginia,51,2009,2009,,,,,685,7925937,8.6
,Virginia,51,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,557,8001024,7
Total,Virginia,51,2010,2010,External causes of morbidity and mortality,V01-Y89,,,557,8001024,7
Total,Virginia,51,2010,2010,,,,,557,8001024,7
,Virginia,51,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,798,8096604,9.9
Total,Virginia,51,2011,2011,External causes of morbidity and mortality,V01-Y89,,,798,8096604,9.9
Total,Virginia,51,2011,2011,,,,,798,8096604,9.9
,Virginia,51,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,732,8185867,8.9
Total,Virginia,51,2012,2012,External causes of morbidity and mortality,V01-Y89,,,732,8185867,8.9
Total,Virginia,51,2012,2012,,,,,732,8185867,8.9
,Virginia,51,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,853,8260405,10.3
Total,Virginia,51,2013,2013,External causes of morbidity and mortality,V01-Y89,,,853,8260405,10.3
Total,Virginia,51,2013,2013,,,,,853,8260405,10.3
,Virginia,51,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,980,8326289,11.8
Total,Virginia,51,2014,2014,External causes of morbidity and mortality,V01-Y89,,,980,8326289,11.8
Total,Virginia,51,2014,2014,,,,,980,8326289,11.8
,Virginia,51,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1038,8382993,12.4
Total,Virginia,51,2015,2015,External causes of morbidity and mortality,V01-Y89,,,1038,8382993,12.4
Total,Virginia,51,2015,2015,,,,,1038,8382993,12.4
,Virginia,51,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1405,8411808,16.7
Total,Virginia,51,2016,2016,External causes of morbidity and mortality,V01-Y89,,,1405,8411808,16.7
Total,Virginia,51,2016,2016,,,,,1405,8411808,16.7
,Virginia,51,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1505,8470020,17.8
Total,Virginia,51,2017,2017,External causes of morbidity and mortality,V01-Y89,,,1505,8470020,17.8
Total,Virginia,51,2017,2017,,,,,1505,8470020,17.8
,Virginia,51,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1448,8517685,17
Total,Virginia,51,2018,2018,External causes of morbidity and mortality,V01-Y89,,,1448,8517685,17
Total,Virginia,51,2018,2018,,,,,1448,8517685,17
,Virginia,51,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1547,8535519,18.1
Total,Virginia,51,2019,2019,External causes of morbidity and mortality,V01-Y89,,,1547,8535519,18.1
Total,Virginia,51,2019,2019,,,,,1547,8535519,18.1
Total,Virginia,51,,,,,,,17010,165355953,10.3
,Washington,53,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,554,5842564,9.5
Total,Washington,53,1999,1999,External causes of morbidity and mortality,V01-Y89,,,554,5842564,9.5
Total,Washington,53,1999,1999,,,,,554,5842564,9.5
,Washington,53,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,555,5894121,9.4
Total,Washington,53,2000,2000,External causes of morbidity and mortality,V01-Y89,,,555,5894121,9.4
Total,Washington,53,2000,2000,,,,,555,5894121,9.4
,Washington,53,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,499,5985722,8.3
Total,Washington,53,2001,2001,External causes of morbidity and mortality,V01-Y89,,,499,5985722,8.3
Total,Washington,53,2001,2001,,,,,499,5985722,8.3
,Washington,53,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,643,6052349,10.6
Total,Washington,53,2002,2002,External causes of morbidity and mortality,V01-Y89,,,643,6052349,10.6
Total,Washington,53,2002,2002,,,,,643,6052349,10.6
,Washington,53,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,696,6104115,11.4
Total,Washington,53,2003,2003,External causes of morbidity and mortality,V01-Y89,,,696,6104115,11.4
Total,Washington,53,2003,2003,,,,,696,6104115,11.4
,Washington,53,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,809,6178645,13.1
Total,Washington,53,2004,2004,External causes of morbidity and mortality,V01-Y89,,,809,6178645,13.1
Total,Washington,53,2004,2004,,,,,809,6178645,13.1
,Washington,53,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,850,6257305,13.6
Total,Washington,53,2005,2005,External causes of morbidity and mortality,V01-Y89,,,850,6257305,13.6
Total,Washington,53,2005,2005,,,,,850,6257305,13.6
,Washington,53,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,896,6370753,14.1
Total,Washington,53,2006,2006,External causes of morbidity and mortality,V01-Y89,,,896,6370753,14.1
Total,Washington,53,2006,2006,,,,,896,6370753,14.1
,Washington,53,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,962,6461587,14.9
Total,Washington,53,2007,2007,External causes of morbidity and mortality,V01-Y89,,,962,6461587,14.9
Total,Washington,53,2007,2007,,,,,962,6461587,14.9
,Washington,53,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1009,6562231,15.4
Total,Washington,53,2008,2008,External causes of morbidity and mortality,V01-Y89,,,1009,6562231,15.4
Total,Washington,53,2008,2008,,,,,1009,6562231,15.4
,Washington,53,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,987,6667426,14.8
Total,Washington,53,2009,2009,External causes of morbidity and mortality,V01-Y89,,,987,6667426,14.8
Total,Washington,53,2009,2009,,,,,987,6667426,14.8
,Washington,53,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,916,6724540,13.6
Total,Washington,53,2010,2010,External causes of morbidity and mortality,V01-Y89,,,916,6724540,13.6
Total,Washington,53,2010,2010,,,,,916,6724540,13.6
,Washington,53,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,996,6830038,14.6
Total,Washington,53,2011,2011,External causes of morbidity and mortality,V01-Y89,,,996,6830038,14.6
Total,Washington,53,2011,2011,,,,,996,6830038,14.6
,Washington,53,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,985,6897012,14.3
Total,Washington,53,2012,2012,External causes of morbidity and mortality,V01-Y89,,,985,6897012,14.3
Total,Washington,53,2012,2012,,,,,985,6897012,14.3
,Washington,53,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,969,6971406,13.9
Total,Washington,53,2013,2013,External causes of morbidity and mortality,V01-Y89,,,969,6971406,13.9
Total,Washington,53,2013,2013,,,,,969,6971406,13.9
,Washington,53,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,979,7061530,13.9
Total,Washington,53,2014,2014,External causes of morbidity and mortality,V01-Y89,,,979,7061530,13.9
Total,Washington,53,2014,2014,,,,,979,7061530,13.9
,Washington,53,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1094,7170351,15.3
Total,Washington,53,2015,2015,External causes of morbidity and mortality,V01-Y89,,,1094,7170351,15.3
Total,Washington,53,2015,2015,,,,,1094,7170351,15.3
,Washington,53,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1102,7288000,15.1
Total,Washington,53,2016,2016,External causes of morbidity and mortality,V01-Y89,,,1102,7288000,15.1
Total,Washington,53,2016,2016,,,,,1102,7288000,15.1
,Washington,53,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1168,7405743,15.8
Total,Washington,53,2017,2017,External causes of morbidity and mortality,V01-Y89,,,1168,7405743,15.8
Total,Washington,53,2017,2017,,,,,1168,7405743,15.8
,Washington,53,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1163,7535591,15.4
Total,Washington,53,2018,2018,External causes of morbidity and mortality,V01-Y89,,,1163,7535591,15.4
Total,Washington,53,2018,2018,,,,,1163,7535591,15.4
,Washington,53,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1257,7614893,16.5
Total,Washington,53,2019,2019,External causes of morbidity and mortality,V01-Y89,,,1257,7614893,16.5
Total,Washington,53,2019,2019,,,,,1257,7614893,16.5
Total,Washington,53,,,,,,,19089,139875922,13.6
,West Virginia,54,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,75,1811799,4.1
Total,West Virginia,54,1999,1999,External causes of morbidity and mortality,V01-Y89,,,75,1811799,4.1
Total,West Virginia,54,1999,1999,,,,,75,1811799,4.1
,West Virginia,54,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,113,1808344,6.2
Total,West Virginia,54,2000,2000,External causes of morbidity and mortality,V01-Y89,,,113,1808344,6.2
Total,West Virginia,54,2000,2000,,,,,113,1808344,6.2
,West Virginia,54,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,206,1801481,11.4
Total,West Virginia,54,2001,2001,External causes of morbidity and mortality,V01-Y89,,,206,1801481,11.4
Total,West Virginia,54,2001,2001,,,,,206,1801481,11.4
,West Virginia,54,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,229,1805414,12.7
Total,West Virginia,54,2002,2002,External causes of morbidity and mortality,V01-Y89,,,229,1805414,12.7
Total,West Virginia,54,2002,2002,,,,,229,1805414,12.7
,West Virginia,54,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,262,1812295,14.5
Total,West Virginia,54,2003,2003,External causes of morbidity and mortality,V01-Y89,,,262,1812295,14.5
Total,West Virginia,54,2003,2003,,,,,262,1812295,14.5
,West Virginia,54,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,333,1816438,18.3
Total,West Virginia,54,2004,2004,External causes of morbidity and mortality,V01-Y89,,,333,1816438,18.3
Total,West Virginia,54,2004,2004,,,,,333,1816438,18.3
,West Virginia,54,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,184,1820492,10.1
Total,West Virginia,54,2005,2005,External causes of morbidity and mortality,V01-Y89,,,184,1820492,10.1
Total,West Virginia,54,2005,2005,,,,,184,1820492,10.1
,West Virginia,54,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,362,1827912,19.8
Total,West Virginia,54,2006,2006,External causes of morbidity and mortality,V01-Y89,,,362,1827912,19.8
Total,West Virginia,54,2006,2006,,,,,362,1827912,19.8
,West Virginia,54,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,397,1834052,21.6
Total,West Virginia,54,2007,2007,External causes of morbidity and mortality,V01-Y89,,,397,1834052,21.6
Total,West Virginia,54,2007,2007,,,,,397,1834052,21.6
,West Virginia,54,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,458,1840310,24.9
Total,West Virginia,54,2008,2008,External causes of morbidity and mortality,V01-Y89,,,458,1840310,24.9
Total,West Virginia,54,2008,2008,,,,,458,1840310,24.9
